STEM,WORDS,NUM_WORDS,POSTS,COUNT
impati,impatiently,1,1,1
former,former,1,7,7
those,those,1,3,3
case,"case, cases",2,7,7
myself,myself,1,1,1
tushar,tushar,1,3,3
amend,amendments,1,1,1
superflu,superfluous,1,1,1
mount,"mounted, mounting",2,2,2
cash,cash,1,2,2
genious,genious,1,1,1
xiith,xiith,1,1,1
semest,"semester, semesters",2,3,3
eid,eid,1,2,3
ml,ml,1,2,2
jiski,jiski,1,1,1
nationhi,nationhis,1,1,1
weightag,weightage,1,1,1
dettol,dettol,1,1,1
alvi,alvi,1,1,1
ambienc,ambience,1,1,1
anytim,anytime,1,5,5
allround,allrounders,1,1,1
heelo,heelo,1,1,1
advantag,"advantages, advantage",2,4,4
mucus,mucus,1,1,1
petti,petty,1,1,1
im,im,1,1,1
prayer,prayers,1,1,1
henc,hence,1,4,4
convinc,convincing,1,1,1
uncov,uncovered,1,2,2
destin,"destination, destined, destinations",3,4,4
aggrav,aggravating,1,1,1
sudden,"suddenly, sudden",2,25,26
clutter,cluttered,1,1,1
onto,onto,1,2,2
nuditi,nudity,1,1,1
twig,twig,1,1,1
barabar,barabar,1,1,1
absurd,absurd,1,1,1
pursu,"pursue, pursuing",2,4,5
everyday,everyday,1,20,20
helmet,"helmets, helmet",2,3,4
par,par,1,4,4
develop,"development, developments, developing",3,7,7
harsh,"harsh, harshly",2,5,5
author,"authority, author, authorities",3,4,4
media,media,1,7,7
bowl,"bowling, bowl",2,3,4
s,s,1,4,4
same,same,1,4,4
check,"check, checking",2,4,4
gentlemen,gentlemen,1,1,1
ya,ya,1,2,2
roundereverybodi,roundereverybody,1,1,1
heartbreak,"heartbreaks, heartbreak",2,2,2
speech,"speech, speeches",2,3,3
urself,urself,1,6,6
enthusiasmhop,enthusiasmhope,1,1,1
moustach,moustache,1,1,1
admir,admire,1,2,2
cotton,cotton,1,1,1
institutescompani,institutescompanies,1,1,1
pollut,polluting,1,1,1
aura,aura,1,1,1
status,"status, statuses",2,6,7
exhaust,"exhausting, exhausted, exhaust",3,5,5
finish,finish,1,1,1
tcokbqgezxek,tcokbqgezxek,1,1,1
ye,ye,1,3,3
askig,askig,1,1,1
assist,"assist, assisting",2,4,4
driver,driver,1,1,1
someon,"someone, someones",2,28,29
bamboozl,bamboozled,1,1,1
capabl,"capability, capable, capabilities",3,8,8
cmon,cmon,1,1,1
fruit,"fruitful, fruits, fruit",3,5,5
fullform,fullform,1,1,1
improv,"improve, improving, improvements, improved",4,9,9
extern,external,1,1,1
hydel,hydel,1,1,1
postpon,"postponed, postpone",2,2,2
accumul,accumulated,1,1,1
cartoon,cartoons,1,1,1
booster,boosters,1,1,1
shivam,shivam,1,2,2
drain,"draining, drain, drained",3,4,4
moder,moderate,1,1,1
reliev,relieved,1,1,1
charger,"charger, chargers",2,2,2
grumpi,grumpy,1,1,1
page,"page, pages",2,6,6
kitaabi,kitaabi,1,1,1
justifi,justify,1,4,4
hustl,"hustling, hustle",2,3,3
without,without,1,13,13
relief,relief,1,2,2
grappl,grappling,1,1,1
model,model,1,1,1
reward,"rewarded, rewarding",2,2,2
unexplor,unexplored,1,1,1
overween,overweening,1,1,1
summer,"summers, summer",2,2,2
gds,gds,1,1,1
abund,"abundant, abundance",2,8,8
money,money,1,13,14
neon,neon,1,1,1
remov,"removing, remove",2,2,2
rest,rest,1,9,9
imprint,imprint,1,1,1
lavish,"lavishness, lavish, lavishly",3,11,11
violent,"violent, violently",2,4,4
kill,"killed, kill",2,2,2
aspect,"aspects, aspect",2,3,3
touch,"touching, touch",2,2,2
speed,speed,1,2,2
concentr,"concentrate, concentrating",2,2,2
onthey,onthey,1,1,1
death,death,1,3,3
lete,lete,1,1,1
rosi,rosy,1,1,1
feminist,feminist,1,1,1
whosoev,whosoevers,1,1,1
senseless,senseless,1,3,3
except,"exceptions, except",2,9,9
littl,little,1,11,11
earsi,earsis,1,1,1
blog,"blog, blogging, blogs",3,16,16
instrument,instruments,1,1,1
pile,pile,1,1,1
blob,blob,1,1,1
hind,hind,1,1,1
role,"role, roles",2,10,10
vulner,vulnerable,1,1,1
heavier,heavier,1,1,1
disrupt,disruptions,1,1,1
adha,adha,1,1,1
earli,early,1,11,11
occas,"occasions, occasion",2,5,5
around,around,1,48,49
spectacular,spectacular,1,2,2
gloom,gloom,1,1,1
read,"read, reading",2,22,24
ruler,rulers,1,1,1
delhi,delhi,1,1,1
ladi,"ladies, lady",2,3,3
seren,serenity,1,1,1
landlin,landlines,1,1,1
dark,"dark, darkness",2,4,4
nattili,nattily,1,1,1
temperatur,"temperatures, temperature",2,3,3
envis,envision,1,1,1
pop,pop,1,1,1
mom,"mom, moms",2,6,7
loos,loose,1,5,5
mob,mob,1,1,1
amu,amu,1,1,1
grim,grim,1,4,4
dare,"daring, dare",2,8,8
meat,meat,1,1,1
clan,clan,1,2,2
exagger,exaggerated,1,3,3
energ,energizing,1,1,1
blackberri,blackberry,1,2,2
stranger,stranger,1,1,1
postcard,postcards,1,1,1
manav,manav,1,3,3
twin,twin,1,1,1
geetanjali,geetanjali,1,1,1
engross,engrossed,1,3,3
chamber,chambered,1,1,1
benefit,"benefit, benefits, benefitted",3,5,6
virtous,virtous,1,1,1
either,either,1,6,6
glamor,glamor,1,1,1
ashwin,ashwin,1,1,1
tower,tower,1,1,1
manag,"manage, management, managed",3,4,4
fulfil,"fulfilling, fulfill, fulfillment",3,7,7
banta,banta,1,1,1
oregano,oreganos,1,1,1
verbal,verbal,1,1,1
spectat,spectators,1,1,1
muscl,muscle,1,1,1
smartphon,smartphones,1,1,1
handshak,handshake,1,1,1
upunlik,upunlike,1,1,1
disfigur,disfigured,1,1,1
intact,intact,1,2,2
stubbl,stubble,1,1,1
naayak,naayak,1,1,1
mustard,mustard,1,1,1
mysteri,mysteriously,1,1,1
banerje,banerjee,1,1,1
slice,"sliced, slices",2,2,2
mood,mood,1,2,2
confirm,confirm,1,1,1
deliveri,"delivery, deliveries",2,2,2
coloni,colony,1,1,1
charpixelcom,charpixelcom,1,1,1
definit,"definitely, definition",2,19,19
token,token,1,1,1
moon,moon,1,6,6
pioneer,pioneer,1,1,1
intract,intractable,1,1,1
evolv,evolving,1,1,1
buddha,buddha,1,1,1
claustrophobia,claustrophobia,1,1,1
virat,virat,1,1,1
gruesom,gruesome,1,2,2
complic,"complicated, complications",2,4,4
umpir,"umpire, umpiring, umpires",3,3,3
knife,knife,1,2,2
uneasi,uneasiness,1,1,1
kafi,kafi,1,1,1
power,"powerful, power, powered",3,18,18
asap,asap,1,1,1
monotonus,monotonus,1,1,1
garbag,garbage,1,1,1
each,each,1,1,1
areeb,areeb,1,1,1
sprung,sprung,1,1,1
accompanion,accompanions,1,1,1
broken,broken,1,1,1
cultiv,cultivate,1,1,1
leadership,leadership,1,2,2
hectic,hectic,1,1,1
fulli,fully,1,3,3
keeda,keeda,1,1,1
propag,propagates,1,1,1
throw,"throwing, throw",2,5,5
unfathom,unfathomable,1,1,1
oo,oo,1,6,6
on,on,1,7,7
deflat,deflated,1,1,1
vishwanath,vishwanath,1,1,1
ok,ok,1,5,5
batchmat,batchmates,1,1,1
oh,oh,1,3,3
roar,"roaring, roars",2,3,3
of,of,1,5,5
sri,sri,1,1,1
drag,drag,1,1,1
karan,karan,1,1,1
choo,choo,1,1,1
degre,degree,1,3,3
intens,intense,1,3,3
stand,"stand, standing, stands",3,6,6
neighbor,neighbors,1,1,1
act,"act, acts, acting",3,13,13
industri,industry,1,2,2
luck,luck,1,7,7
or,or,1,4,4
road,"roads, road",2,10,11
accredit,accredited,1,1,1
jiah,jiah,1,1,1
routin,routine,1,1,1
effici,"efficient, efficiently",2,2,2
liveli,liveliness,1,1,1
thunderstrom,thunderstroms,1,1,1
garg,garg,1,3,3
latenight,latenight,1,1,1
kapd,kapde,1,1,1
nowher,nowhere,1,1,1
strip,strips,1,1,1
gloomiest,gloomiest,1,1,1
pivot,pivot,1,1,1
quiz,quiz,1,1,1
your,"yours, youre, your",3,6,6
restless,restless,1,1,1
stare,"staring, stare",2,2,2
himank,himank,1,1,1
fast,fast,1,3,3
log,log,1,3,3
her,her,1,2,2
hes,hes,1,3,3
there,there,1,10,11
loo,loos,1,1,1
stark,"stark, starkly",2,3,3
start,"start, started, starts, starting",4,26,26
fascin,"fascinating, fascination, fascinates",3,3,3
mindless,mindless,1,2,2
unaffect,unaffected,1,2,2
lot,lot,1,20,20
gravit,gravitational,1,1,1
besid,"besides, beside",2,2,2
premis,premises,1,1,1
tireless,tirelessly,1,1,1
arey,arey,1,3,3
natwarl,natwarlal,1,1,1
bottl,"bottles, bottle",2,3,3
timelin,timelines,1,1,1
auspici,auspicious,1,4,4
conclud,"concluded, conclude, concluding",3,4,4
bundl,bundle,1,1,1
regard,"regarding, regard",2,8,8
beautieswhich,beautieswhich,1,1,1
amongst,amongst,1,4,4
amplifi,amplified,1,1,1
reliv,"relive, relived",2,2,2
hiccup,hiccups,1,1,1
spici,spicy,1,3,3
mischiev,mischievous,1,1,1
terrifi,terrifying,1,1,1
happier,happier,1,3,3
wwwtedcomtalksderekparaviciniandadamockelfordinthekeyofgenius,wwwtedcomtalksderekparaviciniandadamockelfordinthekeyofgenius,1,1,1
chath,chathe,1,1,1
illus,illusion,1,4,4
congratul,"congratulations, congratulating",2,3,3
spice,spice,1,2,2
pull,"pull, pulling",2,7,7
rush,rush,1,3,4
immedi,immediately,1,1,1
turbul,turbulence,1,1,1
possibl,"possible, possibilities, possibility, possibly",4,17,17
bucket,"buckets, bucket",2,2,2
nostalg,nostalgic,1,1,1
aleppo,aleppo,1,1,1
duaaon,duaaon,1,1,1
thetrumpet,thetrumpet,1,1,1
reprimand,reprimanded,1,1,1
grasp,grasp,1,1,1
koffe,koffee,1,1,1
embed,embedded,1,6,6
grass,grass,1,1,1
torso,torso,1,1,1
darker,darker,1,1,1
aa,aa,1,1,1
gone,gone,1,5,5
ac,acs,1,2,2
ab,"ab, abs",2,5,5
ae,aes,1,2,2
ad,"added, ads",2,4,4
creat,"creating, created, create, creates",4,21,21
ah,ahs,1,1,1
fugit,fugitive,1,1,1
walki,walkie,1,1,1
deep,deep,1,11,11
fellow,fellow,1,1,1
kuch,kuch,1,3,3
as,as,1,2,2
at,at,1,1,1
aw,awful,1,1,1
generat,"generation, generate, generator, generating",4,5,5
fili,filiing,1,1,1
proport,proportion,1,1,1
kinship,kinship,1,1,1
film,films,1,1,1
fill,"filled, filling, fills, fill",4,8,8
incorrect,incorrect,1,1,1
again,again,1,9,9
hasnt,hasnt,1,3,3
yoga,yoga,1,1,1
googl,google,1,3,3
dunlopi,dunlopy,1,1,1
photooooo,photooooo,1,1,1
commot,commotion,1,1,1
yogi,yogis,1,1,1
field,"field, fields",2,12,12
chhate,chhate,1,1,1
compet,"competing, competely",2,2,2
punjabiyaan,punjabiyaan,1,1,1
immens,immense,1,4,4
hibern,hibernation,1,1,2
you,you,1,21,23
juic,"juices, juice",2,3,3
poor,poor,1,4,4
tentat,tentative,1,1,1
genuin,genuine,1,3,3
congress,congress,1,1,1
sublim,sublimed,1,1,1
shelter,shelter,1,2,2
sequenc,"sequence, sequences",2,3,3
symbol,symbol,1,1,1
time,"time, times",2,86,87
drift,drift,1,1,1
sametim,sametime,1,1,1
peak,peak,1,2,2
vocabulari,vocabulary,1,3,3
chris,chris,1,1,1
crumpl,crumple,1,1,1
peac,"peace, peacefully",2,9,9
insati,insatiable,1,1,1
admiss,admission,1,1,1
reduc,"reduces, reduce",2,4,4
philosoph,philosopher,1,1,1
gamer,gamers,1,1,1
escal,escalated,1,1,1
wife,wife,1,1,1
invest,"invest, investment",2,2,2
scroll,scrolling,1,1,1
inevit,inevitable,1,2,2
u,u,1,57,58
adam,adamant,1,4,4
potenti,potential,1,7,7
dsw,dsw,1,1,1
alright,alright,1,1,1
escap,"escape, escapes, escaping",3,3,3
degrad,degradation,1,1,1
neech,"neech, neeche",2,2,2
robert,robert,1,1,1
deform,deformity,1,1,1
untidi,untidy,1,1,1
thristi,thristy,1,1,1
represent,representator,1,1,1
all,all,1,8,9
alm,alms,1,1,1
forget,"forget, forgets, forgetting",3,17,17
maximum,maximum,1,2,2
messi,messy,1,1,1
lack,lack,1,2,2
liabil,liability,1,2,2
pta,pta,1,1,1
month,"month, months",2,9,9
necess,"necessity, necessities",2,2,2
befriend,befriend,1,1,1
abil,"ability, abilities",2,8,8
dish,dish,1,1,1
follow,"following, follow, follower, followed, follows",5,21,21
children,children,1,5,5
abid,abides,1,1,1
hmmm,hmmm,1,1,1
bambolenaathaa,bambolenaathaa,1,1,1
tv,tv,1,3,3
embarras,embarrasing,1,1,1
tu,tu,1,1,1
premolar,premolars,1,1,1
articl,"article, articles",2,3,3
to,to,1,7,7
tail,tails,1,1,1
humili,humiliated,1,1,1
unsurpris,unsurprisingly,1,1,1
th,th,1,8,8
reverber,reverberance,1,1,1
smile,"smile, smiled, smiling",3,21,23
discontinu,discontinues,1,1,1
tb,tb,1,1,1
compuls,compulsion,1,1,1
introduc,introduce,1,1,1
washroom,washroom,1,1,1
sound,"sound, sounding, sounds",3,13,13
tatter,"tatters, tattered",2,2,2
woman,woman,1,3,3
song,"songs, song",2,7,7
far,far,1,14,14
horror,"horror, horrors",2,2,2
palak,palak,1,1,1
fat,fat,1,2,2
focus,focus,1,1,1
util,utilize,1,1,1
verb,verb,1,1,1
worst,worst,1,4,4
alag,alag,1,1,1
verg,verge,1,2,2
failur,"failure, failures",2,8,8
han,hans,1,1,1
strang,strange,1,2,2
strand,stranded,1,1,1
underperform,underperform,1,1,1
and,and,1,2,2
heaven,"heaven, heavenly",2,3,3
peop,peope,1,1,1
sinssorri,sinssorry,1,1,1
carefre,carefree,1,1,1
list,"list, lists",2,5,5
random,"random, randomly",2,2,2
spiderman,spiderman,1,1,1
sand,sand,1,1,1
adjust,"adjusted, adjusting, adjustments, adjust",4,4,4
slumber,slumber,1,1,1
small,small,1,8,9
bench,"bench, benches",2,2,2
stereotyp,stereotypes,1,1,1
hawk,hawking,1,1,1
apprais,appraising,1,1,1
neighborhood,neighborhood,1,1,1
infinitesim,infinitesimal,1,1,1
foreground,foreground,1,1,1
chapaek,chapaek,1,1,1
tea,tea,1,3,3
hardworkwordpresscomwhat,hardworkwordpresscomwhat,1,1,1
ted,ted,1,1,1
tee,"tees, tee",2,2,2
utkarshaa,utkarshaa,1,1,1
past,"past, paste",2,22,22
rate,rate,1,5,5
pressur,"pressurize, pressure",2,3,3
design,"designation, designs",2,2,2
haal,haal,1,1,1
pass,"passes, pass, passing",3,7,7
poll,poll,1,1,1
further,further,1,2,2
hamper,hampers,1,1,1
mp,mp,1,2,2
lulli,lullying,1,1,1
excit,"exciting, excitement",2,5,5
what,"whats, what",2,11,11
superfici,superficial,1,1,1
karni,karni,1,1,1
sub,sub,1,1,1
richard,richard,1,1,1
defin,"defines, defined, defining",3,4,4
sun,sun,1,9,10
sum,sum,1,2,2
advanc,"advancements, advance",2,5,5
abl,able,1,37,37
brief,brief,1,2,2
combin,combination,1,2,2
crush,"crushed, crushes",2,2,2
delet,deleting,1,1,1
exempli,exemplies,1,1,1
version,version,1,1,1
abt,abt,1,1,1
consecut,"consecutively, consecutive",2,2,2
deepli,deeply,1,7,7
public,"public, publicity",2,6,6
contrast,"contrast, contrasted",2,3,3
essenc,essence,1,3,3
turmoil,turmoil,1,3,3
full,full,1,17,18
themselv,themselves,1,4,4
empower,empowerment,1,1,1
friendshappi,friendshappy,1,1,1
sophist,sophisticated,1,5,5
behaviour,behaviour,1,7,7
sy,syed,1,1,1
detractor,detractors,1,1,1
papertp,papertp,1,1,1
excess,"excessively, excessive",2,2,2
grape,grapes,1,1,1
goodby,goodbye,1,2,2
strong,"strongly, strong",2,14,14
legend,"legend, legends",2,3,3
valu,value,1,2,2
lifestyl,lifestyle,1,2,2
search,"search, searching",2,7,7
zone,zone,1,1,1
ahead,ahead,1,12,12
telecast,telecasting,1,1,1
brutal,"brutal, brutally",2,2,2
amount,amount,1,5,5
healthier,healthier,1,1,1
arent,arent,1,5,5
samay,samay,1,1,1
social,social,1,9,9
action,"action, actions",2,15,15
chahta,chahta,1,1,1
narrow,narrow,1,1,1
magnitud,magnitude,1,2,2
creepi,creepy,1,1,1
techni,technie,1,1,1
usmansaka,usmansaka,1,1,1
elsewher,elsewhere,1,2,2
depart,"department, departments",2,4,4
ase,ased,1,1,1
bunge,bungee,1,1,1
exhibit,exhibition,1,1,1
picturesqu,picturesque,1,2,2
transit,transition,1,1,1
hogi,hogi,1,1,1
bustl,bustle,1,1,1
milkha,milkha,1,1,1
readili,readily,1,1,1
put,"put, putting",2,22,22
vip,vip,1,1,1
baatein,baatein,1,1,1
talkdeal,talkdeal,1,1,1
bezubaan,bezubaan,1,1,1
famili,"family, families",2,23,28
demis,demise,1,1,1
pdfs,pdfs,1,1,1
establish,"established, establishes",2,5,5
memor,memorize,1,1,1
select,"selected, select, selection, selecting",4,8,8
ifyoubelieveinnumerolog,ifyoubelieveinnumerology,1,1,1
aggress,aggression,1,1,1
tumhari,tumhari,1,1,1
khan,khan,1,7,7
proceed,"proceed, proceedings",2,4,4
veg,veg,1,1,1
liber,liberal,1,1,1
regist,register,1,1,1
two,two,1,17,17
acrobat,acrobat,1,1,1
error,errors,1,1,1
akshay,akshay,1,1,1
ladki,ladki,1,1,1
splash,splash,1,1,1
morn,"mornings, morning, morne",3,16,16
saurabh,saurabh,1,6,6
taken,taken,1,13,13
yummi,yummy,1,1,1
kick,"kick, kicked, kicks",3,4,4
more,"more, mored",2,10,10
flat,flat,1,1,1
flaw,flaw,1,1,1
diamond,diamond,1,1,1
door,door,1,3,3
lush,lush,1,1,1
mad,"mad, madness",2,3,3
batsman,batsman,1,2,2
worri,"worry, worried, worries, worrying",4,15,15
classmat,classmates,1,1,1
particular,"particularly, particular",2,11,11
magnific,"magnificence, magnificent",2,4,4
compani,company,1,7,7
glad,glad,1,2,2
sunshin,sunshine,1,4,4
none,none,1,3,3
macho,macho,1,1,1
godown,godown,1,1,1
hour,hours,1,2,2
hous,"houses, house, housed, housing",4,12,12
cooler,coolers,1,2,2
ceil,ceiling,1,1,1
patriarch,patriarchal,1,1,1
dev,dev,1,1,1
histori,history,1,1,1
prakhar,prakhar,1,1,1
chetan,chetan,1,1,1
remain,"remain, remaining, remains, remained",4,27,27
bias,"biases, biased",2,2,2
deo,deo,1,2,2
abandon,abandoned,1,1,1
male,"male, males",2,2,2
obtain,obtain,1,1,1
eras,eraser,1,1,1
explod,explode,1,1,1
prompt,"prompts, prompted, prompting",3,4,4
sangeeta,sangeeta,1,1,1
taunt,taunt,1,1,1
challeng,"challenges, challenge, challenging",3,7,7
gapmind,gapminder,1,1,1
share,"share, sharing, shared",3,15,15
therfor,therfore,1,1,1
accept,"acceptance, accepts, accepting, accept",4,5,5
sunscreen,sunscreen,1,2,2
sourc,"source, sources",2,10,10
poni,pony,1,1,1
attain,"attaining, attain",2,6,6
explor,"explorer, explore",2,6,6
partner,partner,1,1,1
sharp,sharp,1,1,1
tushus,tushus,1,1,1
dress,"dress, dressing",2,4,4
condemn,"condemning, condemn",2,3,3
inescap,inescapable,1,1,1
huge,huge,1,4,4
cours,course,1,2,2
court,court,1,1,1
goal,"goals, goal",2,3,3
secur,security,1,1,1
rather,rather,1,17,17
anoth,another,1,13,13
comfort,comfortable,1,1,1
divin,divine,1,1,1
raghav,raghav,1,1,1
becuas,becuase,1,1,1
fed,fed,1,1,1
reject,"rejecting, reject",2,3,3
needi,needy,1,1,1
simpl,simple,1,16,16
needl,needles,1,1,1
mould,mould,1,2,2
plant,"planting, planted",2,3,3
shouldnt,shouldnt,1,2,2
resourc,resources,1,1,1
penetr,penetrated,1,1,1
rude,"rude, rudeness",2,4,4
dinosaur,dinosaurs,1,1,1
happyd,happydent,1,1,1
gase,gases,1,1,1
upload,uploading,1,1,1
reflect,"reflecting, reflected",2,2,2
fb,fb,1,7,8
plane,plane,1,1,1
embrac,"embrace, embracing",2,5,5
blood,blood,1,5,5
numb,"numbing, numb",2,2,2
undergradu,undergraduation,1,1,1
associ,"associate, associated, association",3,3,3
vintag,vintage,1,1,1
a,a,1,3,3
maam,maam,1,1,1
circumst,circumstances,1,3,3
short,"short, shorts",2,5,5
feasibl,feasible,1,2,2
ani,any,1,1,1
loud,loud,1,1,1
boysin,boysin,1,1,1
namkeen,namkeen,1,1,1
overnight,overnight,1,2,2
buraaiyaan,buraaiyaan,1,1,1
caus,"cause, causing, caused",3,6,6
coal,coal,1,1,1
opportunist,opportunistic,1,1,1
ego,ego,1,1,1
hobbit,hobbit,1,1,1
pay,"pay, paying",2,8,8
lama,lama,1,1,1
dream,"dreams, dream",2,18,18
oat,oats,1,2,2
feed,"feeding, feeds",2,2,2
constitu,constituents,1,1,1
rotat,rotating,1,2,2
reservoir,reservoir,1,1,1
nottak,nottaking,1,1,1
soon,soon,1,22,22
setback,setback,1,1,1
econom,economic,1,1,1
mbbs,mbbs,1,1,1
held,held,1,7,7
isnt,isnt,1,3,3
paper,"papers, paper",2,2,2
flaunt,"flaunted, flaunt",2,5,5
lava,lava,1,1,1
brim,"brimming, brim",2,4,4
pand,pandes,1,1,1
pehomenon,pehomenon,1,1,1
hell,hell,1,13,13
pani,pani,1,1,1
suffer,"suffer, suffering, suffered",3,8,8
notifi,notified,1,1,1
style,"styles, style",2,2,3
consent,consent,1,1,1
inscrib,inscribing,1,1,1
pray,pray,1,3,3
baat,baat,1,2,2
alli,ally,1,1,1
adolesc,adolescent,1,2,2
late,late,1,9,9
mingl,mingle,1,1,1
aavedan,aavedan,1,1,1
astonish,astonishing,1,2,2
bypass,bypass,1,1,1
shikhar,"shikhar, shikhars",2,5,5
stephen,stephen,1,1,1
delici,delicious,1,4,4
might,might,1,38,39
alter,altering,1,1,1
ghoonghat,ghoonghat,1,1,1
good,"good, goodness",2,51,53
return,"return, returning, returned",3,11,11
wrestless,wrestless,1,1,1
food,food,1,13,15
hyperloop,hyperloop,1,1,1
gadget,gadgets,1,1,1
hunter,hunter,1,1,1
frisbe,frisbee,1,1,1
mesmer,"mesmerizing, mesmerize",2,8,8
prashant,prashant,1,1,1
foot,foot,1,4,4
recit,recital,1,1,1
yr,yr,1,4,4
bollywood,bollywood,1,2,2
complain,complaining,1,2,2
bigger,bigger,1,1,1
iino,iino,1,1,1
holiday,"holidays, holiday",2,3,3
sameer,sameer,1,2,2
elder,"elderly, elders",2,4,4
bent,bent,1,1,1
pal,"pals, pal",2,2,2
gud,gud,1,1,1
refresh,refreshments,1,1,1
radiat,"radiates, radiated",2,2,2
bless,"blessings, blessed",2,6,6
easili,easily,1,7,7
achiev,"achieving, achieve, achievement, achievements, achieved",5,20,20
naughti,"naughty, naughtiness",2,2,2
valentin,"valentine, valentines",2,3,3
monsoon,monsoon,1,2,2
found,found,1,6,6
friendship,"friendships, friendship",2,5,5
docsgooglecomspreadsheetviewformformkeyddlxcsmisujnwsdfakgwkszbhcmqgid,docsgooglecomspreadsheetviewformformkeyddlxcsmisujnwsdfakgwkszbhcmqgid,1,1,1
fallaci,fallacies,1,1,1
week,week,1,1,1
harm,"harmful, harm",2,5,5
dig,"dig, digging",2,5,5
england,england,1,1,1
mental,"mentality, mental",2,2,2
weight,weight,1,3,4
thullu,thullu,1,2,2
fish,"fishes, fish",2,2,2
hard,hard,1,24,24
continouslyl,continouslyll,1,1,1
idea,"ideas, idea",2,9,9
procedur,procedure,1,2,2
realli,really,1,27,28
heavi,"heavy, heaviness",2,4,4
congressmwc,congressmwc,1,1,1
oil,"oiling, oil",2,2,2
ghajini,ghajini,1,1,1
connect,"connected, connect, connecting, connection",4,7,7
fist,"fists, fist",2,4,4
stabl,stable,1,1,1
energi,energy,1,6,6
beyond,beyond,1,5,5
event,"event, events",2,15,15
superb,superb,1,1,1
massiv,massive,1,2,2
alcohol,alcoholics,1,1,1
suprem,supreme,1,1,1
item,items,1,1,1
bcci,bcci,1,1,1
childish,childish,1,1,1
publish,publishers,1,1,1
research,research,1,2,2
bubbl,bubble,1,2,2
silki,silky,1,1,1
respiratori,respiratory,1,1,1
health,health,1,4,4
hill,"hills, hill",2,5,5
bazooka,bazooka,1,1,1
print,"print, printed",2,2,2
occurr,occurrence,1,1,1
nest,nest,1,1,2
highway,highways,1,1,1
jolli,"jollying, jolly",2,2,2
bistro,bistro,1,1,1
mukaam,mukaam,1,1,1
strain,strain,1,1,1
belief,"beliefs, belief",2,5,5
asu,asu,1,2,2
dirt,dirt,1,2,2
puf,puffed,1,3,3
team,"teams, team",2,16,18
guess,guess,1,4,4
pleasant,pleasant,1,1,1
reason,"reason, reasons",2,13,13
base,"base, based",2,11,11
believ,"believing, believe, believed",3,26,26
murmur,"murmur, murmuring",2,4,4
airway,airways,1,1,1
ask,"asking, asked, ask, asks",4,15,15
teach,"teach, teaching",2,2,2
ash,ashes,1,2,2
havent,havent,1,6,6
bash,bashful,1,1,1
basi,basis,1,5,5
thrown,thrown,1,2,2
launch,"launch, launching, launched",3,4,4
exponenti,exponentially,1,1,1
pathak,pathak,1,1,1
struggl,"struggle, struggling, struggles",3,8,8
equa,equa,1,1,1
american,american,1,1,1
disguis,disguise,1,1,1
perman,"permanently, permanent",2,2,2
threat,"threat, threats",2,2,2
enough,enough,1,33,34
syria,syria,1,1,1
heartiest,heartiest,1,2,2
lifetim,lifetime,1,5,5
wld,wld,1,8,8
assign,"assigned, assigning, assignment",3,5,5
excurs,"excursion, excursions",2,2,2
sympathi,sympathy,1,2,2
major,"major, majority",2,15,15
misl,misled,1,1,1
dont,dont,1,55,56
worn,worn,1,1,1
someday,someday,1,3,3
feel,"feels, feeling, feel, feelings",4,73,73
dinn,dinne,1,1,1
mockeri,mockery,1,1,1
bhai,bhai,1,7,8
number,"number, numbers",2,7,7
evolut,evolution,1,1,1
feet,feet,1,7,8
tedx,tedx,1,1,1
rubind,rubinder,1,1,1
brave,brave,1,3,3
done,done,1,24,25
construct,"constructed, constructive, construction",3,6,6
effortless,effortlessly,1,1,1
horribl,horrible,1,4,4
fiction,fictional,1,1,1
glitter,"glittering, glitters",2,4,4
nescaf,nescafe,1,1,1
rakhna,rakhna,1,1,1
gpl,gpl,1,2,2
differ,"differences, difference, different, differently",4,25,26
restor,restore,1,1,1
guest,"guests, guest",2,3,3
jet,"jets, jet",2,2,2
enthral,"enthralled, enthralling",2,3,3
blossom,blossom,1,1,1
interact,"interaction, interact",2,3,3
saini,saini,1,3,3
exttra,exttra,1,1,1
least,least,1,6,6
paint,"painted, painting",2,4,6
stori,"story, stories",2,10,10
unrecogniz,unrecognizable,1,1,1
hota,hota,1,2,2
jee,jee,1,1,1
master,"master, masters",2,3,3
banana,bananas,1,1,1
merciless,merciless,1,1,1
bhappen,bhappen,1,1,1
catapult,catapulted,1,1,1
adher,adhere,1,1,1
watcher,watchers,1,1,1
option,"options, option",2,5,5
relationship,"relationships, relationship",2,5,5
behind,behind,1,14,14
hotel,hotels,1,1,1
park,park,1,2,2
pon,pon,1,1,1
maruti,maruti,1,1,1
parv,parv,1,3,4
chair,chairs,1,1,1
part,"part, parting, parts, partly",4,17,17
boredom,boredom,1,2,2
pronunci,pronunciation,1,1,1
alumini,alumini,1,1,1
rampant,rampant,1,1,1
grace,"grace, gracefully",2,2,2
shrunken,shrunken,1,1,1
spray,"spraying, spray",2,2,2
king,"kings, king",2,3,3
kind,"kindly, kind, kinds",3,14,14
b,b,1,3,3
whenev,whenever,1,5,5
karog,karoge,1,1,1
superstiti,superstitious,1,1,1
grey,grey,1,1,1
vocal,"vocal, vocals",2,2,2
riski,risky,1,1,1
youth,youth,1,2,2
aat,aate,1,1,1
greener,greener,1,1,1
stalk,stalking,1,1,1
aap,aap,1,4,4
